,Pitch_Class_Histogram_0,Pitch_Class_Histogram_1,Pitch_Class_Histogram_2,Pitch_Class_Histogram_3,Pitch_Class_Histogram_4,Pitch_Class_Histogram_5,Pitch_Class_Histogram_6,Pitch_Class_Histogram_7,Pitch_Class_Histogram_8,Pitch_Class_Histogram_9,Pitch_Class_Histogram_10,Pitch_Class_Histogram_11,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval,Amount_of_Arpeggiation
"/Users/zak/Desktop/jsymOut/Symphony X - Out of the Ashes (Intro) [Zak Lezaja].mid",0.1754, 0.02047, 0.0614, 0.09649, 0.09844, 0.1043, 0.07018, 0.1384, 0.03996, 0.06628, 0.02339, 0.1053, 56.0, 12.0, 59.0, 3.0, 60.77, 5.566, 72.0, 5.0, 4.0, 15.14, 2.0, 0.3552
